*YYYYMMDD,HHMMSS,JJJJJ.JJJJ,X,Y,Z,Sx,Sy,Sz,Rxy,Rxz,Ryz,NLat,Elong,Height,dN,dE,dU,Sn,Se,Su,Rne,Rnu,Reu,Soln
20051018,120000,53661.5,-2485778.298,-3284087.093,4853826.856,0.00383,0.0047,0.00579,0.824,-0.76,-0.802,49.87305341,232.8773356,164.72479,-0.01259,-0.01533,0.00409,0.00253,0.00176,0.0078,0.041,-0.23,-0.036,repro
20051019,120000,53662.5,-2485778.301,-3284087.095,4853826.855,0.00373,0.00461,0.00569,0.826,-0.762,-0.804,49.87305339,232.8773356,164.72602,-0.01571,-0.01635,0.00532,0.00246,0.00171,0.00765,0.031,-0.223,-0.025,repro
20051020,120000,53663.5,-2485778.298,-3284087.092,4853826.854,0.00352,0.00435,0.00536,0.821,-0.755,-0.798,49.87305341,232.8773356,164.7222,-0.01332,-0.01585,0.0015,0.00236,0.00163,0.0072,0.031,-0.223,-0.024,repro
20051021,120000,53664.5,-2485778.298,-3284087.092,4853826.855,0.00375,0.00459,0.00575,0.826,-0.76,-0.808,49.87305341,232.8773356,164.72281,-0.01293,-0.01584,0.0021,0.00246,0.00171,0.0077,0.06,-0.209,-0.037,repro
20051022,120000,53665.5,-2485778.299,-3284087.094,4853826.855,0.00366,0.0045,0.00563,0.824,-0.76,-0.803,49.8730534,232.8773356,164.72478,-0.0146,-0.01569,0.00407,0.00242,0.00168,0.00753,0.041,-0.204,-0.034,repro
20051023,120000,53666.5,-2485778.302,-3284087.097,4853826.86,0.00367,0.00451,0.00559,0.826,-0.765,-0.804,49.8730534,232.8773356,164.73125,-0.01461,-0.01552,0.01055,0.00241,0.00168,0.00751,0.034,-0.225,-0.036,repro
20051024,120000,53667.5,-2485778.298,-3284087.092,4853826.854,0.00352,0.00433,0.00536,0.824,-0.763,-0.803,49.8730534,232.8773356,164.72269,-0.01383,-0.01597,0.00199,0.00232,0.00162,0.00721,0.03,-0.223,-0.034,repro
20051025,120000,53668.5,-2485778.301,-3284087.094,4853826.857,0.0036,0.00442,0.00555,0.823,-0.757,-0.801,49.8730534,232.8773356,164.72749,-0.01409,-0.01718,0.00679,0.00239,0.00166,0.00741,0.043,-0.198,-0.037,repro
20051026,120000,53669.5,-2485778.301,-3284087.097,4853826.86,0.00365,0.00454,0.0056,0.825,-0.763,-0.806,49.8730534,232.8773357,164.73031,-0.01431,-0.01512,0.0096,0.00241,0.00168,0.00753,0.027,-0.223,-0.014,repro
20051027,120000,53670.5,-2485778.299,-3284087.092,4853826.854,0.00348,0.00427,0.00535,0.819,-0.757,-0.8,49.8730534,232.8773356,164.72298,-0.01412,-0.01662,0.00227,0.00231,0.00162,0.00714,0.04,-0.203,-0.034,repro
20051028,120000,53671.5,-2485778.303,-3284087.097,4853826.86,0.00369,0.00457,0.00572,0.831,-0.762,-0.803,49.87305339,232.8773356,164.7322,-0.01502,-0.01673,0.01149,0.00246,0.00166,0.00765,0.033,-0.203,-0.023,repro
20051029,120000,53672.5,-2485778.3,-3284087.094,4853826.856,0.00366,0.00454,0.00563,0.829,-0.762,-0.804,49.8730534,232.8773356,164.72574,-0.01448,-0.01576,0.00504,0.00243,0.00166,0.00755,0.031,-0.214,-0.021,repro
20051030,120000,53673.5,-2485778.299,-3284087.094,4853826.855,0.00366,0.00457,0.00563,0.828,-0.764,-0.806,49.87305339,232.8773356,164.7244,-0.01504,-0.01584,0.0037,0.00243,0.00167,0.00757,0.025,-0.223,-0.013,repro
20051031,120000,53674.5,-2485778.305,-3284087.097,4853826.86,0.00426,0.00527,0.00655,0.825,-0.763,-0.802,49.87305338,232.8773356,164.7323,-0.01617,-0.01883,0.01159,0.00282,0.00196,0.00878,0.023,-0.215,-0.027,repro
20051101,120000,53675.5,-2485778.3,-3284087.094,4853826.857,0.00395,0.00488,0.006,0.822,-0.762,-0.804,49.8730534,232.8773356,164.72652,-0.01398,-0.01618,0.00581,0.0026,0.00183,0.00808,0.03,-0.231,-0.026,repro
20051102,120000,53676.5,-2485778.3,-3284087.094,4853826.855,0.00373,0.00461,0.00558,0.821,-0.766,-0.807,49.87305339,232.8773356,164.72558,-0.01529,-0.01611,0.00488,0.00243,0.00173,0.00757,0.023,-0.259,-0.023,repro
20051103,120000,53677.5,-2485778.301,-3284087.094,4853826.858,0.00368,0.00451,0.00548,0.822,-0.766,-0.81,49.8730534,232.8773356,164.72759,-0.01418,-0.01693,0.00688,0.00237,0.0017,0.00744,0.046,-0.259,-0.036,repro
20051104,120000,53678.5,-2485778.304,-3284087.099,4853826.861,0.00393,0.00476,0.00587,0.825,-0.758,-0.805,49.87305338,232.8773356,164.73412,-0.0164,-0.01608,0.01342,0.00257,0.0018,0.00792,0.068,-0.241,-0.052,repro
20051105,120000,53679.5,-2485778.299,-3284087.095,4853826.856,0.00376,0.00457,0.00565,0.817,-0.749,-0.801,49.8730534,232.8773357,164.72618,-0.0141,-0.01492,0.00547,0.00249,0.00175,0.0076,0.068,-0.225,-0.041,repro
20051106,120000,53680.5,-2485778.297,-3284087.092,4853826.852,0.00389,0.00479,0.00578,0.823,-0.759,-0.805,49.8730534,232.8773357,164.7203,-0.01438,-0.01472,-0.00041,0.00256,0.00179,0.00785,0.047,-0.262,-0.027,repro
20051107,120000,53681.5,-2485778.299,-3284087.093,4853826.855,0.00368,0.00449,0.00553,0.821,-0.759,-0.808,49.8730534,232.8773356,164.72423,-0.0138,-0.0157,0.00353,0.00239,0.0017,0.00746,0.059,-0.238,-0.039,repro
20051108,120000,53682.5,-2485778.295,-3284087.089,4853826.847,0.0037,0.00456,0.00555,0.822,-0.763,-0.809,49.87305339,232.8773357,164.71505,-0.01514,-0.01502,-0.00565,0.00241,0.00171,0.00752,0.041,-0.252,-0.026,repro
20051109,120000,53683.5,-2485778.298,-3284087.094,4853826.853,0.00372,0.00455,0.00557,0.826,-0.763,-0.808,49.87305339,232.8773357,164.72311,-0.0155,-0.01501,0.0024,0.00242,0.0017,0.00754,0.054,-0.247,-0.043,repro
20051110,120000,53684.5,-2485778.304,-3284087.098,4853826.859,0.00389,0.00474,0.00586,0.826,-0.762,-0.801,49.87305338,232.8773356,164.73222,-0.01675,-0.01667,0.01152,0.00256,0.00177,0.00788,0.042,-0.23,-0.051,repro
20051111,120000,53685.5,-2485778.302,-3284087.098,4853826.857,0.00381,0.00464,0.00577,0.823,-0.758,-0.805,49.87305338,232.8773356,164.72973,-0.01676,-0.01575,0.00902,0.00249,0.00175,0.00775,0.06,-0.221,-0.046,repro
20051112,120000,53686.5,-2485778.301,-3284087.097,4853826.857,0.00384,0.00466,0.00577,0.824,-0.76,-0.806,49.87305338,232.8773356,164.72859,-0.01611,-0.01567,0.00788,0.0025,0.00176,0.00777,0.062,-0.233,-0.048,repro
20051113,120000,53687.5,-2485778.297,-3284087.091,4853826.85,0.00355,0.00436,0.00535,0.82,-0.757,-0.802,49.87305339,232.8773356,164.71857,-0.0159,-0.01549,-0.00214,0.00235,0.00165,0.00721,0.04,-0.235,-0.028,repro
20051114,120000,53688.5,-2485778.296,-3284087.092,4853826.849,0.00344,0.00424,0.00523,0.818,-0.752,-0.798,49.87305339,232.8773357,164.71774,-0.01588,-0.01438,-0.00296,0.0023,0.00161,0.00702,0.038,-0.221,-0.022,repro
20051115,120000,53689.5,-2485778.293,-3284087.09,4853826.845,0.00358,0.00441,0.00542,0.829,-0.762,-0.804,49.87305339,232.8773357,164.71282,-0.01575,-0.0136,-0.00788,0.00236,0.00163,0.00731,0.04,-0.236,-0.033,repro
20051116,120000,53690.5,-2485778.297,-3284087.091,4853826.851,0.00348,0.0043,0.00534,0.826,-0.754,-0.798,49.8730534,232.8773356,164.71918,-0.01467,-0.01563,-0.00153,0.00234,0.00159,0.00715,0.037,-0.212,-0.021,repro
20051117,120000,53691.5,-2485778.295,-3284087.09,4853826.846,0.00351,0.00435,0.00536,0.825,-0.761,-0.803,49.87305339,232.8773357,164.71441,-0.01568,-0.01499,-0.00629,0.00233,0.00161,0.00721,0.033,-0.226,-0.023,repro
20051118,120000,53692.5,-2485778.295,-3284087.089,4853826.848,0.00347,0.00434,0.00531,0.828,-0.763,-0.804,49.8730534,232.8773357,164.71504,-0.01401,-0.01526,-0.00566,0.00231,0.00159,0.00716,0.021,-0.232,-0.011,repro
20051119,120000,53693.5,-2485778.294,-3284087.091,4853826.847,0.00356,0.00443,0.00548,0.83,-0.759,-0.807,49.87305339,232.8773357,164.71503,-0.01563,-0.01354,-0.00567,0.00237,0.00162,0.00735,0.041,-0.222,-0.009,repro
20051120,120000,53694.5,-2485778.298,-3284087.095,4853826.853,0.00347,0.00429,0.00528,0.829,-0.758,-0.806,49.87305338,232.8773357,164.72367,-0.01632,-0.01366,0.00296,0.0023,0.00158,0.00711,0.052,-0.23,-0.022,repro
20051121,120000,53695.5,-2485778.298,-3284087.093,4853826.852,0.00351,0.00435,0.00539,0.819,-0.752,-0.8,49.87305339,232.8773357,164.72189,-0.01539,-0.01486,0.00119,0.00235,0.00164,0.00722,0.039,-0.212,-0.01,repro
20051122,120000,53696.5,-2485778.295,-3284087.09,4853826.848,0.00344,0.00428,0.00528,0.826,-0.752,-0.803,49.8730534,232.8773357,164.71587,-0.01426,-0.01438,-0.00483,0.00231,0.00158,0.00709,0.051,-0.219,-0.006,repro
20051123,120000,53697.5,-2485778.298,-3284087.092,4853826.852,0.0034,0.00425,0.00521,0.828,-0.763,-0.808,49.8730534,232.8773356,164.72127,-0.01455,-0.01605,0.00056,0.00225,0.00155,0.00703,0.03,-0.232,-0.008,repro
20051124,120000,53698.5,-2485778.305,-3284087.099,4853826.861,0.00393,0.00487,0.00605,0.839,-0.763,-0.809,49.87305338,232.8773356,164.73442,-0.01634,-0.01763,0.01371,0.0026,0.00173,0.00812,0.054,-0.218,-0.023,repro
20051125,120000,53699.5,-2485778.299,-3284087.095,4853826.854,0.00387,0.00473,0.00591,0.835,-0.763,-0.806,49.87305338,232.8773357,164.72469,-0.01604,-0.015,0.00399,0.00255,0.00172,0.00793,0.059,-0.215,-0.047,repro
20051126,120000,53700.5,-2485778.3,-3284087.096,4853826.855,0.00361,0.00449,0.00553,0.829,-0.761,-0.806,49.87305338,232.8773357,164.72631,-0.01661,-0.0152,0.00561,0.0024,0.00164,0.00744,0.035,-0.227,-0.013,repro
20051127,120000,53701.5,-2485778.3,-3284087.093,4853826.85,0.00359,0.00448,0.00555,0.829,-0.761,-0.801,49.87305336,232.8773356,164.7209,-0.01831,-0.01692,0.0002,0.00241,0.00163,0.00743,0.019,-0.212,-0.013,repro
20051128,120000,53702.5,-2485778.296,-3284087.089,4853826.85,0.00358,0.00447,0.00556,0.828,-0.761,-0.803,49.87305341,232.8773356,164.71678,-0.01331,-0.01593,-0.00392,0.00239,0.00164,0.00743,0.022,-0.206,-0.011,repro
20051129,120000,53703.5,-2485778.298,-3284087.091,4853826.851,0.00341,0.00425,0.00526,0.827,-0.768,-0.806,49.8730534,232.8773356,164.71945,-0.01444,-0.01624,-0.00125,0.00225,0.00156,0.00706,0.015,-0.219,-0.015,repro
20051130,120000,53704.5,-2485778.296,-3284087.091,4853826.849,0.00332,0.00418,0.00512,0.822,-0.757,-0.802,49.87305339,232.8773357,164.71783,-0.01505,-0.01467,-0.00288,0.00223,0.00155,0.00688,0.015,-0.223,0.009,repro
20051201,120000,53705.5,-2485778.296,-3284087.091,4853826.85,0.00336,0.00424,0.00523,0.824,-0.761,-0.8,49.8730534,232.8773357,164.71789,-0.01462,-0.01508,-0.00282,0.00226,0.00156,0.007,-0.001,-0.212,0.008,repro
20051202,120000,53706.5,-2485778.297,-3284087.092,4853826.852,0.00333,0.00416,0.00517,0.822,-0.756,-0.8,49.87305339,232.8773357,164.72043,-0.01498,-0.01514,-0.00028,0.00224,0.00155,0.00691,0.023,-0.205,-0.006,repro
20051203,120000,53707.5,-2485778.296,-3284087.091,4853826.849,0.00335,0.00423,0.00523,0.822,-0.755,-0.803,49.87305339,232.8773357,164.71771,-0.01521,-0.0147,-0.003,0.00226,0.00156,0.00699,0.021,-0.206,0.014,repro
20051204,120000,53708.5,-2485778.294,-3284087.087,4853826.844,0.00336,0.0042,0.00518,0.826,-0.759,-0.803,49.8730534,232.8773356,164.71094,-0.01473,-0.01536,-0.00976,0.00225,0.00154,0.00695,0.026,-0.216,-0.006,repro
20051205,120000,53709.5,-2485778.294,-3284087.088,4853826.847,0.00333,0.00418,0.00514,0.827,-0.762,-0.804,49.87305341,232.8773357,164.71395,-0.0136,-0.01463,-0.00675,0.00222,0.00153,0.0069,0.018,-0.224,-0.003,repro
20051206,120000,53710.5,-2485778.293,-3284087.087,4853826.846,0.00333,0.00416,0.00515,0.824,-0.762,-0.803,49.87305341,232.8773357,164.71217,-0.01359,-0.01467,-0.00854,0.00221,0.00154,0.0069,0.017,-0.215,-0.007,repro
20051207,120000,53711.5,-2485778.295,-3284087.09,4853826.85,0.00331,0.00416,0.00512,0.827,-0.761,-0.804,49.8730534,232.8773357,164.71695,-0.01371,-0.01413,-0.00376,0.00222,0.00152,0.00687,0.015,-0.22,0.002,repro
20051208,120000,53712.5,-2485778.296,-3284087.091,4853826.852,0.00347,0.00435,0.0054,0.823,-0.76,-0.802,49.8730534,232.8773357,164.71954,-0.01387,-0.01457,-0.00118,0.00232,0.00161,0.00722,0.014,-0.208,0.001,repro
20051209,120000,53713.5,-2485778.297,-3284087.093,4853826.852,0.00352,0.00441,0.00545,0.826,-0.76,-0.803,49.87305339,232.8773357,164.72077,-0.01489,-0.01439,0.00006,0.00236,0.00162,0.0073,0.02,-0.215,-0.002,repro
20051210,120000,53714.5,-2485778.295,-3284087.091,4853826.849,0.00342,0.0043,0.00529,0.826,-0.764,-0.804,49.8730534,232.8773357,164.71712,-0.01472,-0.01416,-0.00358,0.00228,0.00157,0.0071,0.009,-0.221,0.001,repro
20051211,120000,53715.5,-2485778.294,-3284087.09,4853826.848,0.00341,0.00431,0.00532,0.825,-0.761,-0.802,49.8730534,232.8773357,164.71542,-0.0138,-0.01396,-0.00529,0.0023,0.00158,0.00712,0.005,-0.212,0.01,repro
20051212,120000,53716.5,-2485778.295,-3284087.091,4853826.849,0.00336,0.00426,0.00523,0.827,-0.761,-0.803,49.8730534,232.8773357,164.71691,-0.01458,-0.01386,-0.00379,0.00226,0.00155,0.00702,0.006,-0.218,0.014,repro
20051213,120000,53717.5,-2485778.292,-3284087.089,4853826.847,0.00332,0.00418,0.00519,0.824,-0.76,-0.804,49.87305341,232.8773357,164.71351,-0.01362,-0.01268,-0.00719,0.00223,0.00154,0.00694,0.018,-0.204,0.006,repro
20051214,120000,53718.5,-2485778.292,-3284087.087,4853826.845,0.00335,0.00422,0.00525,0.824,-0.757,-0.802,49.8730534,232.8773357,164.71055,-0.01387,-0.01401,-0.01016,0.00226,0.00155,0.007,0.015,-0.2,0.01,repro
20051215,120000,53719.5,-2485778.29,-3284087.085,4853826.842,0.00332,0.00419,0.00519,0.82,-0.754,-0.8,49.87305341,232.8773357,164.70698,-0.01309,-0.01417,-0.01372,0.00225,0.00156,0.00693,0.015,-0.201,0.012,repro
20051216,120000,53720.5,-2485778.291,-3284087.086,4853826.844,0.00332,0.00419,0.0052,0.819,-0.755,-0.798,49.87305341,232.8773357,164.70886,-0.01343,-0.01355,-0.01185,0.00225,0.00156,0.00693,0.005,-0.199,0.012,repro
20051217,120000,53721.5,-2485778.292,-3284087.086,4853826.844,0.00324,0.00412,0.00505,0.816,-0.758,-0.798,49.8730534,232.8773357,164.70961,-0.0138,-0.01435,-0.01109,0.00219,0.00154,0.00677,-0.01,-0.212,0.02,repro
20051218,120000,53722.5,-2485778.294,-3284087.09,4853826.848,0.00323,0.00406,0.005,0.821,-0.762,-0.798,49.8730534,232.8773357,164.7154,-0.01433,-0.01427,-0.0053,0.00217,0.00151,0.0067,-0.004,-0.215,-0.003,repro
20051219,120000,53723.5,-2485778.297,-3284087.092,4853826.852,0.00341,0.00428,0.00529,0.808,-0.75,-0.796,49.8730534,232.8773357,164.72094,-0.01422,-0.01511,0.00024,0.0023,0.00165,0.00706,0.01,-0.205,0.009,repro
20051220,120000,53724.5,-2485778.299,-3284087.093,4853826.852,0.00371,0.00474,0.00575,0.82,-0.761,-0.804,49.87305339,232.8773356,164.72194,-0.01575,-0.01617,0.00123,0.00249,0.00175,0.00775,-0.006,-0.233,0.032,repro
20051221,120000,53725.5,-2485778.303,-3284087.097,4853826.856,0.00357,0.00451,0.00554,0.817,-0.76,-0.805,49.87305337,232.8773356,164.72883,-0.01724,-0.0172,0.00813,0.00237,0.00169,0.00743,0.009,-0.217,0.014,repro
20051222,120000,53726.5,-2485778.3,-3284087.095,4853826.853,0.00369,0.0046,0.00569,0.816,-0.754,-0.794,49.87305338,232.8773357,164.7242,-0.01644,-0.01527,0.0035,0.0025,0.00174,0.00761,0.009,-0.206,-0.011,repro
20051223,120000,53727.5,-2485778.296,-3284087.093,4853826.852,0.00356,0.00449,0.00549,0.821,-0.757,-0.802,49.8730534,232.8773357,164.72084,-0.01413,-0.01386,0.00013,0.0024,0.00166,0.00738,0.011,-0.226,0.012,repro
20051224,120000,53728.5,-2485778.296,-3284087.092,4853826.852,0.00351,0.00443,0.00551,0.822,-0.764,-0.804,49.8730534,232.8773357,164.7205,-0.01385,-0.01404,-0.00021,0.00234,0.00164,0.00735,0.001,-0.201,0.006,repro
20051225,120000,53729.5,-2485778.295,-3284087.092,4853826.853,0.00338,0.0043,0.00524,0.825,-0.756,-0.801,49.87305341,232.8773357,164.72129,-0.01302,-0.01357,0.00058,0.0023,0.00157,0.00705,0.006,-0.227,0.027,repro
20051226,120000,53730.5,-2485778.296,-3284087.091,4853826.853,0.00345,0.00437,0.00535,0.824,-0.757,-0.799,49.87305341,232.8773357,164.71989,-0.01269,-0.01452,-0.00081,0.00234,0.0016,0.00718,0.007,-0.22,0.01,repro
20051227,120000,53731.5,-2485778.294,-3284087.086,4853826.846,0.00355,0.00455,0.00556,0.822,-0.759,-0.798,49.87305341,232.8773356,164.71211,-0.01316,-0.01599,-0.0086,0.00243,0.00166,0.00745,-0.014,-0.217,0.027,repro
20051228,120000,53732.5,-2485778.293,-3284087.089,4853826.848,0.00345,0.00435,0.00537,0.826,-0.763,-0.798,49.87305341,232.8773357,164.71468,-0.0134,-0.01409,-0.00603,0.00233,0.00159,0.00719,-0.006,-0.211,0,repro
20051229,120000,53733.5,-2485778.295,-3284087.091,4853826.853,0.00363,0.0046,0.00568,0.825,-0.765,-0.801,49.87305342,232.8773357,164.72,-0.01218,-0.01373,-0.00071,0.00244,0.00168,0.0076,-0.013,-0.211,0.009,repro
20051230,120000,53734.5,-2485778.297,-3284087.092,4853826.853,0.00344,0.00441,0.00536,0.824,-0.765,-0.8,49.87305341,232.8773357,164.72145,-0.01319,-0.01467,0.00075,0.00233,0.00161,0.00721,-0.026,-0.227,0.024,repro
20051231,120000,53735.5,-2485778.302,-3284087.099,4853826.862,0.00364,0.00465,0.00572,0.825,-0.764,-0.802,49.8730534,232.8773357,164.73388,-0.01476,-0.01472,0.01318,0.00246,0.00169,0.00766,-0.014,-0.213,0.021,repro
20060101,120000,53736.5,-2485778.296,-3284087.09,4853826.854,0.00346,0.00442,0.00544,0.82,-0.757,-0.802,49.87305342,232.8773357,164.72023,-0.01161,-0.01521,-0.00048,0.00235,0.00163,0.00727,0.001,-0.206,0.031,repro
20060102,120000,53737.5,-2485778.296,-3284087.089,4853826.851,0.0037,0.00473,0.00587,0.82,-0.758,-0.797,49.87305341,232.8773356,164.7182,-0.01259,-0.016,-0.00251,0.00253,0.00175,0.00782,-0.015,-0.192,0.027,repro
20060103,120000,53738.5,-2485778.292,-3284087.087,4853826.847,0.00352,0.00447,0.0055,0.822,-0.758,-0.799,49.87305341,232.8773357,164.71227,-0.01292,-0.01374,-0.00844,0.00239,0.00164,0.00735,-0.002,-0.209,0.018,repro
20060104,120000,53739.5,-2485778.294,-3284087.089,4853826.848,0.00366,0.00463,0.00568,0.826,-0.766,-0.803,49.8730534,232.8773357,164.71491,-0.01428,-0.01454,-0.0058,0.00245,0.00169,0.00763,-0.005,-0.222,0.006,repro
20060105,120000,53740.5,-2485778.297,-3284087.092,4853826.851,0.00374,0.00471,0.00577,0.83,-0.761,-0.806,49.87305339,232.8773357,164.72026,-0.01533,-0.01471,-0.00044,0.0025,0.0017,0.00776,0.021,-0.228,0.008,repro
20060106,120000,53741.5,-2485778.293,-3284087.089,4853826.849,0.00343,0.00435,0.0054,0.818,-0.759,-0.802,49.87305341,232.8773357,164.71494,-0.01263,-0.01387,-0.00577,0.00231,0.00162,0.0072,0.004,-0.199,0.016,repro
20060107,120000,53742.5,-2485778.298,-3284087.091,4853826.852,0.00336,0.00428,0.00531,0.817,-0.757,-0.802,49.8730534,232.8773356,164.71981,-0.0142,-0.01641,-0.00089,0.00227,0.0016,0.00708,0.001,-0.198,0.025,repro
20060108,120000,53743.5,-2485778.295,-3284087.089,4853826.852,0.00356,0.00455,0.00572,0.82,-0.767,-0.807,49.87305342,232.8773357,164.71809,-0.01215,-0.01521,-0.00261,0.00237,0.00168,0.00759,-0.011,-0.178,0.024,repro
20060109,120000,53744.5,-2485778.298,-3284087.091,4853826.853,0.00362,0.00457,0.00568,0.827,-0.766,-0.807,49.87305341,232.8773356,164.72137,-0.01309,-0.01604,0.00067,0.00241,0.00166,0.0076,0.008,-0.203,0.007,repro
20060110,120000,53745.5,-2485778.299,-3284087.094,4853826.856,0.00341,0.00426,0.00533,0.823,-0.762,-0.802,49.8730534,232.8773356,164.72611,-0.01407,-0.01529,0.00541,0.00228,0.00158,0.00711,0.014,-0.196,-0.011,repro
20060111,120000,53746.5,-2485778.298,-3284087.091,4853826.852,0.00349,0.00437,0.00545,0.821,-0.758,-0.801,49.8730534,232.8773356,164.72058,-0.01436,-0.01619,-0.00012,0.00234,0.00163,0.00727,0.016,-0.198,-0.003,repro
20060112,120000,53747.5,-2485778.298,-3284087.09,4853826.853,0.00347,0.00431,0.00538,0.821,-0.761,-0.8,49.87305341,232.8773356,164.72089,-0.01325,-0.01693,0.00019,0.00231,0.00161,0.00719,0.015,-0.201,-0.015,repro
20060113,120000,53748.5,-2485778.302,-3284087.096,4853826.859,0.00397,0.00498,0.00623,0.825,-0.77,-0.801,49.8730534,232.8773356,164.73031,-0.01454,-0.01692,0.0096,0.00264,0.00183,0.00831,-0.009,-0.196,-0.014,repro
20060114,120000,53749.5,-2485778.298,-3284087.092,4853826.854,0.0037,0.00466,0.00587,0.82,-0.771,-0.803,49.87305341,232.8773356,164.72268,-0.01364,-0.01592,0.00198,0.00245,0.00173,0.0078,-0.017,-0.182,-0.001,repro
20060115,120000,53750.5,-2485778.297,-3284087.091,4853826.852,0.0035,0.00434,0.00542,0.825,-0.764,-0.801,49.87305341,232.8773356,164.71993,-0.01358,-0.01565,-0.00078,0.00233,0.00161,0.00724,0.015,-0.207,-0.024,repro
20060116,120000,53751.5,-2485778.297,-3284087.089,4853826.853,0.00345,0.00428,0.00536,0.817,-0.764,-0.804,49.87305342,232.8773356,164.71925,-0.01193,-0.0169,-0.00145,0.00227,0.00162,0.00715,0.014,-0.199,-0.019,repro
20060117,120000,53752.5,-2485778.3,-3284087.096,4853826.857,0.00375,0.00461,0.00569,0.826,-0.769,-0.806,49.8730534,232.8773357,164.72756,-0.01463,-0.01501,0.00686,0.00245,0.00171,0.00767,0.026,-0.234,-0.04,repro
20060118,120000,53753.5,-2485778.299,-3284087.093,4853826.855,0.00338,0.00423,0.00516,0.825,-0.764,-0.804,49.8730534,232.8773356,164.72427,-0.01403,-0.01547,0.00356,0.00224,0.00156,0.00697,0.013,-0.237,-0.006,repro
20060119,120000,53754.5,-2485778.295,-3284087.089,4853826.849,0.00351,0.00432,0.00531,0.829,-0.764,-0.808,49.8730534,232.8773356,164.71559,-0.01372,-0.01553,-0.00511,0.0023,0.00159,0.00717,0.042,-0.238,-0.029,repro
20060120,120000,53755.5,-2485778.296,-3284087.091,4853826.853,0.00351,0.0044,0.00539,0.829,-0.761,-0.806,49.87305341,232.8773357,164.72088,-0.01276,-0.01437,0.00017,0.00234,0.0016,0.00726,0.028,-0.233,-0.001,repro
20060121,120000,53756.5,-2485778.296,-3284087.091,4853826.854,0.00331,0.00418,0.00513,0.821,-0.758,-0.802,49.87305341,232.8773357,164.72127,-0.01273,-0.01497,0.00056,0.00222,0.00155,0.00688,0.012,-0.221,0.009,repro
20060122,120000,53757.5,-2485778.297,-3284087.091,4853826.854,0.00361,0.00453,0.00562,0.823,-0.761,-0.802,49.87305341,232.8773356,164.72151,-0.01271,-0.01553,0.0008,0.00242,0.00168,0.00752,0.012,-0.208,0,repro
20060123,120000,53758.5,-2485778.295,-3284087.09,4853826.85,0.00351,0.00439,0.00543,0.825,-0.762,-0.801,49.8730534,232.8773357,164.71706,-0.01407,-0.01502,-0.00365,0.00235,0.00162,0.00728,0.012,-0.216,-0.009,repro
20060124,120000,53759.5,-2485778.294,-3284087.088,4853826.848,0.00354,0.00446,0.00541,0.826,-0.769,-0.805,49.8730534,232.8773357,164.7142,-0.01374,-0.01463,-0.00651,0.00235,0.00163,0.00731,-0.002,-0.244,-0.003,repro
20060125,120000,53760.5,-2485778.304,-3284087.096,4853826.856,0.00561,0.00742,0.00872,0.779,-0.752,-0.804,49.87305337,232.8773356,164.72873,-0.01744,-0.01747,0.00803,0.00376,0.00298,0.01181,-0.056,-0.251,0.09,repro
20060126,120000,53761.5,-2485778.296,-3284087.088,4853826.85,0.00332,0.00424,0.00518,0.822,-0.764,-0.805,49.87305341,232.8773356,164.71696,-0.0126,-0.01636,-0.00375,0.00222,0.00155,0.00696,-0.01,-0.223,0.028,repro
20060127,120000,53762.5,-2485778.295,-3284087.086,4853826.847,0.00341,0.00426,0.0053,0.814,-0.76,-0.8,49.87305341,232.8773356,164.71266,-0.01353,-0.01726,-0.00804,0.00227,0.00162,0.00708,0.005,-0.2,-0.006,repro
20060128,120000,53763.5,-2485778.299,-3284087.092,4853826.857,0.00344,0.00439,0.00537,0.821,-0.766,-0.804,49.87305341,232.8773356,164.72511,-0.01279,-0.01627,0.0044,0.0023,0.00162,0.00722,-0.013,-0.221,0.02,repro
20060129,120000,53764.5,-2485778.298,-3284087.091,4853826.851,0.00325,0.00411,0.00504,0.816,-0.761,-0.801,49.87305339,232.8773356,164.71992,-0.01522,-0.01601,-0.00078,0.00218,0.00154,0.00676,-0.006,-0.219,0.011,repro
20060130,120000,53765.5,-2485778.298,-3284087.094,4853826.854,0.00344,0.00439,0.00538,0.821,-0.763,-0.804,49.87305339,232.8773357,164.72391,-0.0152,-0.01451,0.0032,0.00231,0.00161,0.00722,-0.007,-0.219,0.024,repro
20060131,120000,53766.5,-2485778.297,-3284087.091,4853826.853,0.00332,0.00425,0.00523,0.817,-0.758,-0.802,49.87305341,232.8773356,164.72072,-0.01367,-0.01575,0.00001,0.00225,0.00158,0.00699,-0.005,-0.207,0.032,repro
20060201,120000,53767.5,-2485778.301,-3284087.097,4853826.858,0.00345,0.00438,0.0054,0.821,-0.765,-0.802,49.87305339,232.8773357,164.72979,-0.01567,-0.01529,0.00908,0.00232,0.00162,0.00723,-0.012,-0.211,0.012,repro
20060202,120000,53768.5,-2485778.298,-3284087.094,4853826.853,0.00355,0.00446,0.00553,0.819,-0.763,-0.8,49.87305339,232.8773357,164.72306,-0.0157,-0.01448,0.00236,0.00237,0.00166,0.00739,-0.002,-0.204,-0.002,repro
20060203,120000,53769.5,-2485778.3,-3284087.095,4853826.856,0.00344,0.00435,0.00538,0.82,-0.76,-0.8,49.87305339,232.8773357,164.72612,-0.01521,-0.01522,0.00541,0.00232,0.00161,0.00719,-0.002,-0.206,0.011,repro
